id,title,year,authors,venue,entityUrl
1462,Aggregate-Query Processing in Data Warehousing Environments,1995,"Ashish Gupta, Venky Harinarayan, Dallan Quass",Very Large Data Bases,673150
1463,Accessing a Relational Database through an Object-Oriented Database Interface,1995,"Jack A. Orenstein, D. N. Kamber",Very Large Data Bases,673151
1464,DB2 Query Parallelism: Staging and Implementation,1995,Yun Wang,Very Large Data Bases,673152
1465,Duplicate Removal in Information System Dissemination,1995,"Tak W. Yan, Hector Garcia-Molina",Very Large Data Bases,673153
1466,Eager Aggregation and Lazy Aggregation,1995,"Weipeng P. Yan, Per-&#197;ke Larson",Very Large Data Bases,673154
1467,OPOSSUM: Desk-Top Schema Management through Customizable Visualization,1995,"Eben M. Haber, Yannis E. Ioannidis, Miron Livny",Very Large Data Bases,673296
1468,Sampling-Based Estimation of the Number of Distinct Values of an Attribute,1995,"Peter J. Haas, Jeffrey F. Naughton, S. Seshadri, Lynne Stokes",Very Large Data Bases,673295
1469,A Practical and Modular Implementation of Extended Transaction Models,1995,"Roger S. Barga, Calton Pu",Very Large Data Bases,673298
1470,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,1995,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,673297
1471,An Efficient Algorithm for Mining Association Rules in Large Databases,1995,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",Very Large Data Bases,673300
1472,Managing Intra-operator Parallelism in Parallel Database Systems,1995,"Manish Mehta, David J. DeWitt",Very Large Data Bases,673299
1473,Efficient Incremental Garbage Collection for Client-Server Object Database Systems,1995,"Laurent Amsaleg, Michael J. Franklin, Olivier Gruber",Very Large Data Bases,673302
1474,Providing Database Migration Tools - A Practicioner's Approach,1995,Andreas Meier,Very Large Data Bases,673301
1475,A Performance Evaluation of OID Mapping Techniques,1995,"Andr&#233; Eickler, Carsten Andreas Gerlhof, Donald Kossmann",Very Large Data Bases,673165
1476,Using Formal Methods to Reason about Semantics-Based Decompositions of Transactions,1995,"Paul Ammann, Sushil Jajodia, Indrakshi Ray",Very Large Data Bases,673164
1477,Bypassing Joins in Disjunctive Queries,1995,"Michael Steinbrunn, Klaus Peithner, Guido Moerkotte, Alfons Kemper",Very Large Data Bases,673167
1478,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,1995,"Alberto Belussi, Christos Faloutsos",Very Large Data Bases,673166
1479,A Cost Model for Clustered Object-Oriented Databases,1995,"Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang",Very Large Data Bases,673169
1480,OODB Bulk Loading Revisited: The Partitioned-List Approach,1995,"Janet L. Wiener, Jeffrey F. Naughton",Very Large Data Bases,673168
1481,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,1995,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,673294
1482,Redo Recovery after System Crashes,1995,"David B. Lomet, Mark R. Tuttle",Very Large Data Bases,673170
1483,Performance of Data-Parallel Spatial Operations,1994,"Erik G. Hoel, Hanan Samet",Very Large Data Bases,672823
1484,A Transaction Replication Scheme for a Replicated Database with Node Autonomy,1994,"Ada Wai-Chee Fu, David Wai-Lok Cheung",Very Large Data Bases,672824
1485,Memory-Contention Responsive Hash Joins,1994,"Diane L. Davison, Goetz Graefe",Very Large Data Bases,672821
1486,On Index Selection Schemes for Nested Object Hierarchies,1994,"Sudarshan S. Chawathe, Ming-Syan Chen, Philip S. Yu",Very Large Data Bases,672822
1487,From Nested-Loop to Join Queries in OODB,1994,"Hennie J. Steenhagen, Peter M. G. Apers, Henk M. Blanken, Rolf A. de By",Very Large Data Bases,672819
1488,VERSANT replication: supporting fault-tolerant object databases,1995,"Yuh-Ming Shyy, H. Stephen Au-Yeung, C. P. Chou",International Conference on Management of Data,223866
1489,Carnot and InfoSleuth: database technology and the World Wide Web,1995,"D. Woelk, B. Bohrer, N. Jacobs, K. Ong, C. Tomlinson, C. Unnikrishnan",International Conference on Management of Data,223867
1490,Parallel database systems 101,1995,Jim Gray,International Conference on Management of Data,223864
1491,Things every update replication customer should know (abstract),1995,Rob Goldring,International Conference on Management of Data,223865
1492,High availability of commercial applications,1995,Kestutis Ivinskis,International Conference on Management of Data,223862
1493,The data that you won't find in databases: tutorial panel on data exchange formats,1995,"Peter Buneman, David Maier",International Conference on Management of Data,223863
1494,DIRECTV and Oracle Rdb: the challenge of VLDB transaction processing,1995,William L. Gettys,International Conference on Management of Data,223860
1495,Enterprise transaction processing on Windows NT,1995,Greg Hope,International Conference on Management of Data,223861
1496,Upsizing form file server to client server architectures,1995,CORPORATE The Access Team Microsoft,International Conference on Management of Data,223858
1497,The Lotus notes storage system,1995,Kenneth Moore,International Conference on Management of Data,223859
1498,Join queries with external text sources: execution and optimization techniques,1995,"Surajit Chaudhuri, Umeshwar Dayal, Tak W. Yan",International Conference on Management of Data,223856
1499,"Object-oriented, rapid application development in a PC database environment",1995,CORPORATE Fox Development Team Microsoft,International Conference on Management of Data,223857
1500,A database interface for file update,1995,"Serge Abiteboul, Sophie Cluet, Tova Milo",International Conference on Management of Data,223854
1501,Copy detection mechanisms for digital documents,1995,"Sergey Brin, James Davis, H&#233;ctor Garc&#237;a-Molina",International Conference on Management of Data,223855
1502,Fault tolerant design of multimedia servers,1995,"Steven Berson, Leana Golubchik, Richard R. Muntz",International Conference on Management of Data,223852
1503,An online video placement policy based on bandwidth to space ratio (BSR),1995,"Asit Dan, Dinkar Sitaram",International Conference on Management of Data,223853
1504,The SPIFFI scalable video-on-demand system,1995,"Craig S. Freedman, David J. DeWitt",International Conference on Management of Data,223851
1505,Efficient maintenance of materialized mediated views,1995,"James J. Lu, Guido Moerkotte, Joachim Schue, V. S. Subrahmanian",International Conference on Management of Data,223850
1506,Incremental maintenance of views with duplicates,1995,"Timothy Griffin, Leonid Libkin",International Conference on Management of Data,223849
1507,View maintenance in a warehousing environment,1995,"Yue Zhuge, H&#233;ctor Garc&#237;a-Molina, Joachim Hammer, Jennifer Widom",International Conference on Management of Data,223848
1508,Hypergraph based reorderings of outer join queries with complex predicates,1995,"Gautam Bhargava, Piyush Goel, Bala Iyer",International Conference on Management of Data,223847
1509,Reducing multidatabase query response time by tree balancing,1995,"Weimin Du, Ming-Chien Shan, Umeshwar Dayal",International Conference on Management of Data,223846
1510,Dynamic resource brokering for multi-user query execution,1995,"Diane L. Davison, Goetz Graefe",International Conference on Management of Data,223845
1511,Temporal conditions and integrity constraints in active database systems,1995,"A. Prasad Sistla, Ouri Wolfson",International Conference on Management of Data,223844
1512,Semantic assumptions and query evaluation in temporal databases,1995,"Claudio Bettini, X. Sean Wang, Elisa Bertino, Sushil Jajodia",International Conference on Management of Data,223843
1513,Applying update streams in a soft real-time database system,1995,"B. Adelberg, H. Garcia-Molina, B. Kao",International Conference on Management of Data,223842
1514,Balancing histogram optimality and practicality for query result size estimation,1995,"Yannis E. Ioannidis, Viswanath Poosala",International Conference on Management of Data,223841
1515,Enhancing database correctness: a statistical approach,1995,"Wen-Chi Hou, Zhongyang Zhang",International Conference on Management of Data,223840
1516,Adapting materialized views after redefinitions,1995,"Ashish Gupta, Inderpal S. Mumick, Kenneth A. Ross",International Conference on Management of Data,223817
1517,Broadcast disks: data management for asymmetric communication environments,1995,"Swarup Acharya, Rafael Alonso, Michael Franklin, Stanley Zdonik",International Conference on Management of Data,223816
1518,Implementing crash recovery in QuickStore: a performance study,1995,"Seth J. White, David J. DeWitt",International Conference on Management of Data,223814
1519,An effective hash-based algorithm for mining association rules,1995,"Jong Soo Park, Ming-Syan Chen, Philip S. Yu",International Conference on Management of Data,223813
1520,"Information translation, mediation, and mosaic-based browsing in the TSIMMIS system",1995,"Joachim Hammer, H&#233;ctor Garc&#237;a-Molina, Kelly Ireland, Yannis Papakonstantinou, Jeffrey Ullman, Jennifer Widom",International Conference on Management of Data,223896
1521,Semint: a system prototype for semantic integration in heterogeneous databases,1995,"Wen-Syan Li, Chris Clifton",International Conference on Management of Data,223897
1522,Paradise: a database system for GIS applications,1995,CORPORATE The Paradise Team,International Conference on Management of Data,223898
1523,Shore: combining the best features of OODBMS and file systems,1995,CORPORATE The SHORE Team,International Conference on Management of Data,223899
1524,Design and implementation of advanced knowledge processing in the KBMS KRISYS,1995,"J. Thomas, S. De&#223;loch, N. Mattos",International Conference on Management of Data,223892
1525,The SAMOS active DBMS prototype,1995,"Stella Gatziu, Andreas Geppert, Klaus R. Dittrich",International Conference on Management of Data,223893
1526,Efendi: federated database system of Cadlab,1995,"E. Radeke, R. B&#246;ttger, B. Burkert, Y. Engel, G. Kachel, S. Kolmschlag, D. Nolte",International Conference on Management of Data,223894
1527,VisDB: a system for visualizing large databases,1995,"Daniel A. Keim, Hans-Peter Kriegel",International Conference on Management of Data,223895
1528,The query by image content (QBIC) system,1995,"Jonathan Ashley, Myron Flickner, James Hafner, Denis Lee, Wayne Niblack, Dragutin Petkovic",International Conference on Management of Data,223888
1529,The REACH active OODBMS,1995,"A. P. Buchmann, A. Deutsch, J. Zimmermann, M. Higa",International Conference on Management of Data,223889
1530,QBI: query by icons,1995,"Antonio Massari, Stefano Pavani, Lorenzo Saladini, Panos K. Chrysanthis",International Conference on Management of Data,223890
1531,InfoHarness: a system for search and retrieval of heterogeneous information,1995,"Leon Shklar, Amit Sheth, Vipul Kashyap, Satish Thatte",International Conference on Management of Data,223891
1532,Tutorial on storage technology: RAID and beyond,1995,Garth A. Gibson,International Conference on Management of Data,223884
1533,DataMine-interactive rule discovery system,1995,"T. Imielinski, A. Virmani",International Conference on Management of Data,223885
1534,The Algres testbed of CHIMERA: an active object-oriented database system,1995,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi, Giuseppe Psaila",International Conference on Management of Data,223886
1535,The NAOS system,1995,"C. Collet, T. Coupaye",International Conference on Management of Data,223887
1536,An overview of the emerging third-generation SQL standard,1995,"Jim Melton, Nelson Mendoca Mattos",International Conference on Management of Data,223881
1537,Objects and SQL (panel session): strange relations?,1995,Donald R. Deutsch,International Conference on Management of Data,223880
1538,Integration approaches for CIM,1995,Moira C. Norrie,International Conference on Management of Data,223883
1539,"Workflow automation: applications, technology and research",1995,Amit Sheth,International Conference on Management of Data,223882
1540,Informix online XPS,1995,Bob Gerber,International Conference on Management of Data,223877
1541,An overview of DB2 parallel edition,1995,"Chaitanya Baru, Gilles Fecteau",International Conference on Management of Data,223876
1542,Indexing multimedia databases,1995,Christos Faloutsos,International Conference on Management of Data,223879
1543,Order-of-magnitude advantage on TPC-C through massive parallelism,1995,Charles Levine,International Conference on Management of Data,223878
1544,Cover your assets,1995,Michael A. Olson,International Conference on Management of Data,223873
1545,Leveraging the information asset,1995,Janet Perna,International Conference on Management of Data,223872
1546,Enterprise Objects Framework: a second generation object-relational enabler,1995,Charly Kleissner,International Conference on Management of Data,223875
1547,Use of a component architecture in integrating relational and non-relational,1995,Robert Atkinson,International Conference on Management of Data,223874
1548,Data extraction and transformation for the data warehouse,1995,Case Squire,International Conference on Management of Data,223869
1549,Research and products-are they relevant to each other? (panel session),1995,Herb Edelstein,International Conference on Management of Data,223868
1550,One size fits all database architectures do not work for DSS,1995,Clark D. French,International Conference on Management of Data,223871
1551,Real world requirements for decision support-implications for RDBMS,1995,Sanju K. Bansal,International Conference on Management of Data,223870
1552,Data management research at the MITRE Corporation,1995,"Arnon Rosenthal, Len Seligman, Catherine McCollum, Barbara Blaustein, Bhavani Thuraisingham, Edward Lafferty",ACM SIGMOD Record,212020
1553,"Turmoil at NASA, and numerous funding announcements",1995,Xiaolei Qian,ACM SIGMOD Record,212022
1554,Information finding in a digital library: the Stanford perspective,1995,"Tak W. Yan, H&#233;ctor Garc&#237;a-Molina",ACM SIGMOD Record,212018
1555,Florida International University High Performance Database Research Center,1995,"Naphtali Rishe, Wei Sun, David Barton, Yi Deng, Cyril Orji, Michael Alexopoulos, Leonardo Loureiro, Carlos Ordonez, Mario Sanchez, Artyom Shaposhnikov",ACM SIGMOD Record,212019
1556,An execution model for limited ambiguity rules and its application to derived data update,1995,"I.-Min A. Chen, Richard Hull, Dennis McLeod",ACM Transactions on Database Systems (TODS),219039
1557,A structured approach for the definition of the semantics of active databases,1995,"Piero Fraternali, Letizia Tanca",ACM Transactions on Database Systems (TODS),219042
1558,Why decision support fails and how to fix it,1995,"Ralph Kimball, Kevin Strehlo",ACM SIGMOD Record,212023
1559,Condition handling in SQL persistent stored modules,1995,Jeff Richey,ACM SIGMOD Record,212024
1560,An aspect of query optimization in multidatabase systems,1995,"Chiang Lee, Chia-Jung Chen, Hongjun Lu",ACM SIGMOD Record,212011
1561,An introduction to Remy's fast polymorphic record projection,1995,Limsoon Wong,ACM SIGMOD Record,212013
1562,Mapping extended entity relationship model to object modeling technique,1995,Joseph Fong,ACM SIGMOD Record,212007
1563,Normalization in OODB design,1995,Byung S. Lee,ACM SIGMOD Record,212008
1564,Addressing techniques used in database object managers O2 and ORION,1995,"Andr&#233; Gamache, Nadjiba Sahraoui",ACM SIGMOD Record,212016
1565,METU interoperable database system,1995,"A. Dogac, C. Dengi, E. Kilic, G. Ozhan, F. Ozcan, S. Nural, C. Evrendilek, U. Halici, B. Arpinar, P. Koksal, N. Kesim, S. Mancuhan",ACM SIGMOD Record,212017
1566,On the issue of valid time(s) in temporal databases,1995,"Stavros Kokkotos, Efstathios V. Ioannidis, Themis Panayiotopoulos, Constantine D. Spyropoulos",ACM SIGMOD Record,212014
1567,A framework for providing consistent and recoverable agent-based access to heterogeneous mobile databases,1995,"Evaggelia Pitoura, Bharat Bhargava",ACM SIGMOD Record,212015
1568,Transaction chopping: algorithms and performance studies,1995,"Dennis Shasha, Francois Llirbat, Eric Simon, Patrick Valduriez",ACM Transactions on Database Systems (TODS),211427
1569,Containment of conjunctive queries: beyond relations as sets,1995,"Yannis E. Ioannidis, Raghu Ramakrishnan",ACM Transactions on Database Systems (TODS),211419
1570,Query evaluation in deductive databases with alternating fixpoint semantics,1995,Weidong Chen,ACM Transactions on Database Systems (TODS),211416
1571,Fast algorithms for universal quantification in large databases,1995,"Goetz Graefe, Richard L. Cole",ACM Transactions on Database Systems (TODS),210202
