id,https://www.scads.de/movieBenchmark/ontology/primaryProfessions,https://www.scads.de/movieBenchmark/ontology/name,http://dbpedia.org/ontology/birthYear,http://dbpedia.org/ontology/deathYear,entityUrl,https://www.scads.de/movieBenchmark/ontology/isAdult,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/startYear,https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,https://www.scads.de/movieBenchmark/ontology/endYear
2629,actor,Malcolm Cassell,1939-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0144071,,,,,,,,,
2630,actor,Jan Bösser,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2520243,,,,,,,,,
2631,"actress,soundtrack",Kana Hanazawa,1989-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2573928,,,,,,,,,
2632,writer,Sue Sire,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5484584,,,,,,,,,
2633,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505649,0,Adventure,1959-01-01,60,Mission to Manila,Mission to Manila,7,1,
2634,"director,writer,art_director",Bruce Parry,1969-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1942896,,,,,,,,,
2635,actress,Margaret Field,1922-01-01,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0275992,,,,,,,,,
2636,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631010,0,Drama,1955-01-01,30,The Little Teacher,The Little Teacher,34,2,
2637,actor,Charles Seel,1897-01-01,1980-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0781543,,,,,,,,,
2638,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630988,0,Drama,1960-01-01,30,The Eternal Now: Part 1,The Eternal Now: Part 1,28,7,
2639,"actress,soundtrack",Miranda Richardson,1958-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001669,,,,,,,,,
2640,"writer,director,actor",János Vaszary,1899-01-01,1963-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0903160,,,,,,,,,
2641,"sound_department,cinematographer,editor",Lee Strosnider,1931-01-01,2013-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0835101,,,,,,,,,
2642,actor,George Eldredge,1898-01-01,1977-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0253140,,,,,,,,,
2643,"actor,soundtrack",Charles Cane,1899-01-01,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0133802,,,,,,,,,
2644,cinematographer,Mohamad Hadadi,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4796384,,,,,,,,,
2645,"director,actor",David Orrick McDearmon,1914-01-01,1979-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0567471,,,,,,,,,
2646,actor,Karel Höger,1909-01-01,1977-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0405859,,,,,,,,,
2647,actor,Lok-yi Lai,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2354970,,,,,,,,,
2648,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520135,0,Adventure,1962-01-01,30,Man with a Guitar,Man with a Guitar,33,1,
2649,"actor,soundtrack",Dan Duryea,1907-01-01,1968-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0002053,,,,,,,,,
2650,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505681,0,Adventure,1961-01-01,60,The Good Killing,The Good Killing,16,2,
2651,actor,Claude Akins,1926-01-01,1994-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0015391,,,,,,,,,
2652,actor,Kiyoshi Kobayashi,1933-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0462017,,,,,,,,,
2653,"producer,actor,soundtrack",Hugh Hefner,1926-01-01,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005005,,,,,,,,,
2654,actress,Carola Arons,1971-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0036940,,,,,,,,,
2655,actress,Hélène Hiquily,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5553940,,,,,,,,,
2656,actor,Vico Thai,1981-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1736364,,,,,,,,,
2657,"producer,writer,director",Gay Walch,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0906943,,,,,,,,,
2658,"producer,writer,director",Richard Goldstone,1912-01-01,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0326371,,,,,,,,,
2659,"director,actor,writer",Lars T. Therkildsen,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4418303,,,,,,,,,
2660,"actor,miscellaneous,writer",Noah Plener,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0687152,,,,,,,,,
2661,"producer,production_manager",Amanda Temple,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0854673,,,,,,,,,
2662,"writer,miscellaneous",Daniel Mainwaring,1902-01-01,1977-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0537784,,,,,,,,,
2663,"actor,soundtrack",Eddie Fontaine,1927-01-01,1992-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0284798,,,,,,,,,
2664,"composer,music_department,soundtrack",Eugen Thomass,1927-01-01,2009-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006321,,,,,,,,,
2665,"producer,director,editor",William Pettigrew,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0678671,,,,,,,,,
2666,"cinematographer,camera_department",Daf Hobson,1951-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0007035,,,,,,,,,
2667,"producer,miscellaneous,actor",Takashi Yajima,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0944995,,,,,,,,,
2668,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505644,0,Adventure,1962-01-01,60,Hurricane Audrey,Hurricane Audrey,14,3,
2669,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0739361,0,"Action,Adventure,Animation",2004-01-01,22,The Trial of the Monarch,The Trial of the Monarch,12,1,
2670,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604447,0,"Crime,Drama,Mystery",1996-01-01,,Work Related,Work Related,22,4,
2671,actress,Kelly Smith,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0808918,,,,,,,,,
2672,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0883878,0,"Animation,Comedy,Fantasy",1994-01-01,21,Dead Men Don't Jump,Dead Men Don't Jump,6,2,
2673,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0596829,0,Adventure,1957-01-01,30,Spear Gun,Spear Gun,3,1,
2674,"actress,producer,soundtrack",Rita Wilson,1956-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001854,,,,,,,,,
2675,"actor,director,writer",R.D. Reid,1944-01-01,2017-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0717395,,,,,,,,,
2676,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1023144,0,"Biography,Documentary",2007-01-01,165,Brando,Brando,,,
2677,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630983,0,Drama,1957-01-01,30,The Countess,The Countess,31,4,
2678,"cinematographer,director",German Lavrov,1929-01-01,1995-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0492251,,,,,,,,,
2679,actor,Earl Robie,1946-01-01,2010-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0732128,,,,,,,,,
2680,"actor,producer,soundtrack",Robert Duvall,1931-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000380,,,,,,,,,
2681,writer,Louis Vittes,1911-01-01,1969-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0900134,,,,,,,,,
2682,"actor,producer,soundtrack",Matthew McConaughey,1969-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000190,,,,,,,,,
2683,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt7320886,0,"Crime,Drama,Mystery",2019-01-01,59,If You Have Ghosts,If You Have Ghosts,5,3,
2684,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520130,0,Adventure,1962-01-01,,Girl in Hiding,Girl in Hiding,11,1,
2685,cinematographer,Anatoliy Zabolotskiy,1935-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0951441,,,,,,,,,
2686,"actress,miscellaneous,soundtrack",Eva Pflug,1929-01-01,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0679538,,,,,,,,,
2687,"actress,music_department,soundtrack",Julie Lemieux,1962-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0501306,,,,,,,,,
2688,actress,Tara Meyer,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0583376,,,,,,,,,
2689,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt2220152,0,Documentary,2011-01-01,57,Operation Peter Pan: Flying Back to Cuba,Operation Peter Pan: Flying Back to Cuba,,,
2690,"actor,producer",Jamieson Boulanger,1981-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0099435,,,,,,,,,
2691,"soundtrack,music_department,composer",T Bone Burnett,1948-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0122439,,,,,,,,,
2692,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551426,0,Comedy,2004-01-01,30,The Weatherman,The Weatherman,4,4,
2693,"actor,soundtrack",Fritz Wepper,1941-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0921202,,,,,,,,,
2694,"actress,soundtrack",Mary Young,1879-01-01,1971-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0949876,,,,,,,,,
2695,"producer,executive",Michael MacMillan,1957-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0534016,,,,,,,,,
2696,actor,Eric Feldary,1912-01-01,1968-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0270931,,,,,,,,,
2697,writer,Lee Loeb,1910-01-01,1978-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0517216,,,,,,,,,
2698,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630946,0,Drama,1954-01-01,30,Secret Answer,Secret Answer,18,1,
2699,actress,Katherine Warren,1905-01-01,1965-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0912911,,,,,,,,,
2700,actress,Andrea Montenegro,1969-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1179803,,,,,,,,,
2701,"composer,music_department,soundtrack",Pete Rugolo,1915-01-01,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006266,,,,,,,,,
2702,actor,Sam Raskyn,1911-01-01,1984-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1238678,,,,,,,,,
2703,"actress,writer,soundtrack",Ellen Corby,1911-01-01,1999-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0179289,,,,,,,,,
2704,"actress,soundtrack",Eva Gabor,1919-01-01,1995-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001247,,,,,,,,,
2705,"actress,soundtrack",Christine Taylor,1971-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0852132,,,,,,,,,
2706,"actor,soundtrack,music_department",Rob Paulsen,1956-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0667326,,,,,,,,,
2707,"editor,director,writer",Roger Nygard,1962-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0638630,,,,,,,,,
2708,"actress,producer,director",Cheryl Hines,1965-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0385644,,,,,,,,,
2709,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0394824,0,"Action,Drama,Mystery",2002-01-01,,Too Many Clients: Part 2,Too Many Clients: Part 2,10,2,
2710,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604442,0,"Crime,Drama,Mystery",1999-01-01,,Truth Will Out,Truth Will Out,16,7,
2711,"actor,writer,director",Jay Baruchel,1982-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0059431,,,,,,,,,
2712,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0883873,0,"Animation,Comedy,Fantasy",1999-01-01,21,All Booked Up,All Booked Up,9,3,
2713,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0596824,0,Adventure,1958-01-01,30,Path of the Hurricane,Path of the Hurricane,22,1,
2714,editor,Gautham Raju,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0707492,,,,,,,,,
2715,"visual_effects,animation_department,actor",David Patrick Valera,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0884490,,,,,,,,,
2716,"actress,soundtrack,writer",Natalie Schafer,1900-01-01,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0769791,,,,,,,,,
2717,"writer,soundtrack,actor",Barry Trivers,1907-01-01,1981-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0873200,,,,,,,,,
2718,,Toshiyuki Sugino,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2102596,,,,,,,,,
2719,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630909,0,Drama,1957-01-01,30,Miss Ashley's Demon,Miss Ashley's Demon,20,4,
2720,"actor,make_up_department,music_department",Johann Benét,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2829788,,,,,,,,,
2721,"writer,producer,miscellaneous",Fred Freiberger,1915-01-01,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0293750,,,,,,,,,
2722,"actor,soundtrack,director",Brian Blessed,1936-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000306,,,,,,,,,
2723,"director,producer,writer",Stacie Passon,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4945419,,,,,,,,,
2724,"producer,writer,miscellaneous",Kenneth Biller,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0082376,,,,,,,,,
2725,,Basílio,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm8486666,,,,,,,,,
2726,"editor,editorial_department",Jane Harris,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1642950,,,,,,,,,
2727,"writer,producer",T.J. English,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0257678,,,,,,,,,
2728,,Leonardo Aldana,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3333046,,,,,,,,,
2729,"actor,miscellaneous,assistant_director",Benno Hoffmann,1919-01-01,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0389152,,,,,,,,,
2730,actress,Bridget Regan,1982-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2125623,,,,,,,,,
2731,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604405,0,"Crime,Drama,Mystery",1998-01-01,60,"Red, Red Wine","Red, Red Wine",5,7,
2732,actor,Jason Burke,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0121720,,,,,,,,,
2733,"assistant_director,director,writer",Beppe Cino,1947-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0162470,,,,,,,,,
2734,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551421,0,Comedy,2002-01-01,30,The Special Section,The Special Section,6,3,
2735,cinematographer,Doug Hastings,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1777415,,,,,,,,,
2736,actress,Barbro 'Babben' Larsson,1956-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0489138,,,,,,,,,
2737,"animation_department,director,cinematographer",Roman Davydov,1913-01-01,1988-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1350122,,,,,,,,,
2738,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630941,0,Drama,1957-01-01,30,Royal Partners: Part 2,Royal Partners: Part 2,34,4,
2739,"actor,miscellaneous",William Boyett,1927-01-01,2004-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0100615,,,,,,,,,
2740,"director,producer,writer",Peter Du Cane,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1103759,,,,,,,,,
2741,"actress,soundtrack",Taborah Johnson,1953-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0426297,,,,,,,,,
2742,"camera_department,cinematographer,visual_effects",Roger Shearman,1906-01-01,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0790479,,,,,,,,,
2743,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt2248422,0,Drama,2013-01-01,49,Chapter 4,Chapter 4,4,1,
2744,"producer,writer,director",Mimi Freedman,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1038341,,,,,,,,,
2745,,Scott Sander,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3092368,,,,,,,,,
2746,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt4057170,0,"Crime,Drama,Mystery",2015-01-01,59,Other Lives,Other Lives,5,2,
2747,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604387,0,"Crime,Drama,Mystery",1996-01-01,,Justice: Part 2,Justice: Part 2,14,4,
2748,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0875499,0,"Animation,Comedy,Fantasy",1993-01-01,21,The Sleeping Beauty,The Sleeping Beauty,6,1,
2749,producer,Ashley Eldridge,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3091084,,,,,,,,,
2750,"writer,soundtrack",August Wilhelm von Schlegel,1767-01-01,1845-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm3073989,,,,,,,,,
2751,"producer,writer,director",Rick Cleveland,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0166498,,,,,,,,,
2752,"director,producer,writer",Daniel Minahan,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0590889,,,,,,,,,
2753,"actor,soundtrack",Noah Beery Jr.,1913-01-01,1994-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000890,,,,,,,,,
2754,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0941541,0,Drama,1971-01-01,,Episode #1.7,Episode #1.7,7,1,
2755,actress,Lurene Tuttle,1907-01-01,1986-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0878354,,,,,,,,,
2756,actress,Zemfira Sadykhova,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0755684,,,,,,,,,
2757,"actress,soundtrack,writer",Merle Oberon,1911-01-01,1979-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0643353,,,,,,,,,
2758,actor,Fred Essler,1895-01-01,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0261426,,,,,,,,,
2759,"actor,costume_department",Stanley Erickson,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0259119,,,,,,,,,
2760,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt4035250,0,Drama,2015-01-01,52,Chapter 35,Chapter 35,9,3,
2761,"miscellaneous,actor,visual_effects",William Todd-Jones,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0429471,,,,,,,,,
2762,actress,Elizabeth Blackmore,1987-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3899933,,,,,,,,,
2763,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630904,0,Drama,1955-01-01,30,Man in the Ring,Man in the Ring,15,3,
2764,"actor,assistant_director",Tony Chastain,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0153952,,,,,,,,,
2765,"actor,writer,director",Josh Flanagan,1984-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2376655,,,,,,,,,
2766,"writer,producer,miscellaneous",David Simon,1960-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0800108,,,,,,,,,
2767,"writer,actress",Marian Spitzer,1899-01-01,1983-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0819179,,,,,,,,,
2768,actress,Cecilia Brozovich,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0968765,,,,,,,,,
2769,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631048,0,Drama,1961-01-01,30,This Subtle Danger,This Subtle Danger,15,8,
2770,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0849908,0,Reality-TV,2006-01-01,43,Geoduck Farmer,Geoduck Farmer,14,2,
2771,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604400,0,"Crime,Drama,Mystery",1995-01-01,,Nothing Personal,Nothing Personal,18,3,
2772,actress,Maria Perschy,1938-01-01,2004-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0675413,,,,,,,,,
2773,actress,Rachel Ames,1929-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0024720,,,,,,,,,
2774,"actor,writer,producer",Stuart Stone,1980-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0832187,,,,,,,,,
2775,"soundtrack,actor,music_department",Joe Strummer,1952-01-01,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0835329,,,,,,,,,
2776,"actress,writer,miscellaneous",Meera Syal,1961-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0842934,,,,,,,,,
2777,"writer,director,assistant_director",Yôji Yamada,1931-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0945282,,,,,,,,,
2778,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630886,0,Drama,1956-01-01,30,Inga III,Inga III,19,3,
2779,"cinematographer,camera_department,actor",John Berrie,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0077366,,,,,,,,,
2780,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0935151,0,Adventure,1962-01-01,60,The Beach at Belle Anse,The Beach at Belle Anse,22,3,
2781,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657705,0,"Adventure,Drama,Family",1960-01-01,30,The Milkman,The Milkman,12,1,
2782,,Alice Roberts,1973-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1653596,,,,,,,,,
2783,"actor,director,writer",François Sagat,1979-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2088684,,,,,,,,,
2784,"actor,miscellaneous,sound_department",Philip Hersh,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1042831,,,,,,,,,
2785,"actor,director,writer",Sigfrit Steiner,1906-01-01,1988-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0826005,,,,,,,,,
2786,"actress,producer,soundtrack",Diane Keaton,1946-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000473,,,,,,,,,
2787,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0197593,0,Comedy,1940-01-01,79,Isabelita,Isabelita,,,
2788,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0964779,0,Reality-TV,2007-01-01,43,Wine Cave Digger,Wine Cave Digger,5,3,
2789,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0018528,0,"Drama,Horror,Romance",1927-01-01,63,The Unknown,The Unknown,,,
2790,"actor,director,writer",Rolf Kutschera,1916-01-01,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0476537,,,,,,,,,
2791,"actor,writer,soundtrack",Richard Devon,1926-01-01,2010-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0222878,,,,,,,,,
2792,actor,Tommy Earwood,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0247459,,,,,,,,,
2793,actress,Judith Barker,1943-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0054922,,,,,,,,,
2794,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604382,0,"Crime,Drama,Mystery",1996-01-01,,I've Got a Secret,I've Got a Secret,11,4,
2795,writer,A. Sanford Wolfe,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0937984,,,,,,,,,
