id,https://www.scads.de/movieBenchmark/ontology/name,http://xmlns.com/foaf/0.1/gender,entityUrl,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/release_year,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/releaseDate,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/company_type,https://www.scads.de/movieBenchmark/ontology/origin_country,https://www.scads.de/movieBenchmark/ontology/known_for_department,https://www.scads.de/movieBenchmark/ontology/in_production,https://www.scads.de/movieBenchmark/ontology/last_air_date,https://www.scads.de/movieBenchmark/ontology/original_language,https://www.scads.de/movieBenchmark/ontology/languages,https://www.scads.de/movieBenchmark/ontology/status,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://xmlns.com/foaf/0.1/homepage,http://dbpedia.org/ontology/numberOfEpisodes,http://dbpedia.org/ontology/numberOfSeasons,http://dbpedia.org/ontology/runtime,http://dbpedia.org/ontology/budget,https://www.scads.de/movieBenchmark/ontology/revenue,https://www.scads.de/movieBenchmark/ontology/production_countries,https://www.scads.de/movieBenchmark/ontology/spoken_languages,http://dbpedia.org/ontology/birthDate,https://www.scads.de/movieBenchmark/ontology/birthPlace,https://www.scads.de/movieBenchmark/ontology/tagline,https://www.scads.de/movieBenchmark/ontology/also_known_as
3218,Marc Webb,2,https://www.scads.de/movieBenchmark/resource/TMDB/person87742,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
3219,Bolot Beyshenaliev,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1363814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382459,Episode 17,2003-01-01,17,2003-02-04,1,,,,,,,,,,,,,,,,,,,,,,,
3221,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode57910,Prisoner's Base (1),2001-01-01,5,2001-05-13,1,,,,,,,,,,,,,,,,,,,,,,,
3222,Adham Gulubeyov,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2042393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1038922,Comfort Kitchen,,9,,1,"Jacques has gone foraging for mushrooms since childhood, but in Mushroom Velouté with Almonds, Instant Beef Tenderloin Stew, and Mushroom and Raisin Chutney he uses older, store-bought, white button mushrooms with great results. He also creates a starter of Red Beets in Sour Cream and a finish of Apple, Pecan, and Apricot Crumble in no time.",,,,,,,,,,,,,,,,,,,,,,
3224,Wade Hemsworth,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2236923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,Stanley R. Dufford,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1462237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,Pirath Nitipaisankul,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1292043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode516565,CIA: FAMILIES OF CRIME - Dockers & Death,2010-01-01,2,2010-11-16,4,"'Painter and docker, Les Kane was described by his widow, Judi, as ''the most violent man in Australia''. Les came to prominence when he declared war on the armed robber Ray Chuck, the mastermind of what is known as the Great Bookie Robbery in 1976. But Chuck struck first. Les was machine-gunned by Chuck, within a few feet of his horrified wife and children in their Wantirna home and his body removed and never found. Les’s older brother, Brian Kane, was once Melbourne's top standover man, before he was gunned down in the Quarry Hotel in Brunswick in November, 1982. Mourners at his funeral included the entire Moran clan. Kane's niece Trish later married Jason Moran, who was shot dead with Pasquale Barbaro in 2004. Judi Kane today speaks of how she fell for a man whose cocky self-assurance hid a psychopathic streak. By the time she realised they would never live happily ever after, she was in too deep.Billy Longley is a veteran of the waterside crime war that gripped Melbourne and Sydney finally ended in the early 1980s, it was a war that led to at least 40 people being murdered. Longley, one of the most feared men on the docks, was known as ''The Texan'' because he wore a Stetson and carried a Colt .45. He was a Painters and Dockers Union presidential candidate and the leader of a union faction at war with his rival, Pat Shannon. In 1970, Longley was convicted in connection with Australia's biggest armed robbery to that time, the Mayne Nicholas heist in the Sydney suburb of Guildford, which netted $587,870. He disappeared in 1973 and a few months later Pat Shannon was gunned down in a South Melbourne's Hotel. Longley, Kevin James Taylor, Gary Leslie Harding were convicted of Shannon's manslaughter. . Now aged 83 Longley lives quietly in suburban Melbourne, he goes ballroom dancing and counsels school children against getting involved in violence.",,,,,,,,,,,,,,,,,,,,,,
3228,Henri Nassiet,2,https://www.scads.de/movieBenchmark/resource/TMDB/person35050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509374,Pretend Piggy,2017-01-01,68,2017-10-25,1,"Monty is pretending to be a pig, but when his family tell him that people can't behave like animals, he begins to wonder why.",,,,,,,,,,,,,,,,,,,,,,
3230,Young-sook Lee,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1330623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode937745,Episode 10,1995-01-01,10,1995-05-08,1,"Sarah finds her spirit animal.  Maxx tries to get to Julie, but in the process, his mask falls off, and reveals what's underneath.  Mr. Gone explains to Julie that her communication with her other selves has damaged the barriers of the two worlds.  Julie and Maxx flashback to this world and end up on top of a mailbox.  Sarah finds them, takes them back to Julie's apartment.  Once inside, they discover the truth about Mr. Clay.",,,,,,,,,,,,,,,,,,,,,,
3232,Matthew C. Mills,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1185853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode65190,Chapter 6,2013-01-01,6,2013-02-01,1,The strike between Frank and Marty starts to get out of hand. Russo has decided to run for Governor of Pennsylvania.,,,,,,,,,,,,,,,,,,,,,,
3234,Joyce Cats,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1824691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,Fida Cinematografica,,https://www.scads.de/movieBenchmark/resource/TMDB/company22792,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
3236,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1320572,Chapter 63,2017-01-01,11,2017-05-30,5,"As the team tries to control fallout from damaging testimony and leaks, everyone is under suspicion and tensions flare between Frank and Claire.",,,,,,,,,,,,,,,,,,,,,,
3237,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311214,Just an Old Fashioned Love Song,1998-01-01,3,1998-10-23,7,"MGee (Mike Giardello) and Ballard investigate a double shooting at the home of a prominent sports doctor and his wife, a dermatologist. The doctor (who was wounded) did not realize the deceased (thought to be a prowler) was his sister-in-law. Munch contends with the IRS; his Waterfront partners want him to make sure that his cousin, their accountant, has been paying their taxes. The Waterfront needs a loan to pay for some improvements. Gharty has taken the day off, to take care of personal matters, like his recent separation from Flora. Munch has his hearing with the IRS; he owes $30,000 in back taxes. Bayliss and Sheppard discuss his sexuality and the possibility of a date. Falsone takes MGee and Ballard to meet an old fight man who knew their doctor. Ballard becomes excited while watching Falsone spar in the ring. MGee and Ballard's investigation lead them right back to the doctor's house, where his wife may be guilty of conspiracy to commit homicide. Gharty stops by the Waterfront t",,,,,,,,,,,,,,,,,,,,,,
3238,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694467,Sister Ann,1959-01-01,15,1959-01-11,6,,,,,,,,,,,,,,,,,,,,,,,
3239,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1522762,Episode 4,2018-01-01,4,2018-08-19,2,,,,,,,,,,,,,,,,,,,,,,,
3240,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode498669,Chuck and Melvin and the Beanstalker,1994-01-01,12,1994-12-03,2,"Hunky, self-involved Chuck and his homely brother, Melvin, pay a visit to the ominous trader, who offers them a bag of magic beans in trade for Chuck's beloved, trusty steed.  As expected, a beanstalk grows and the siblings intend to loot the castle in the clouds... but they soon find themselves trying to escape the wrath of a giant, cyclops Beanstalker.",,,,,,,,,,,,,,,,,,,,,,
3241,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1164512,Maybe No Go,2016-01-01,2,2016-02-08,6,White and Billy grapple with their archenemy in their old neighborhood; Doc realizes he cannot face his responsibilities alone.,,,,,,,,,,,,,,,,,,,,,,
3242,NW Productions Services,,https://www.scads.de/movieBenchmark/resource/TMDB/company86436,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
3243,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1350032,Episode 4,2017-01-01,4,2017-08-14,2,,,,,,,,,,,,,,,,,,,,,,,
3244,David Fishley,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1735717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324172,The Blind Date,2004-01-01,3,2004-01-18,4,Larry sets up his blind friend on a date with a muslim woman.,,,,,,,,,,,,,,,,,,,,,,
3246,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode521723,Webb of Fear,1963-01-01,20,1963-02-18,1,'Stoney experiences a series of accidents at the rodeo arena.  He then begins receiving threatening phone calls.  Ves becomes convinced that the ''''accidents'''' were not accidental afterall.,,,,,,,,,,,,,,,,,,,,,,
3247,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382491,Episode 49,2003-01-01,49,2003-04-02,1,,,,,,,,,,,,,,,,,,,,,,,
3248,Elsa Young,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1044034,Exposed,2014-01-01,5,2014-02-11,1,"Mary Jane and Andre have decided to settle in together at her home in domestic bliss. Meanwhile, Helen is disappointed with Paul Sr. for not receiving a platinum table at an exclusive gala, so he finds an unlikely source in hopes of obtaining one. While Andre declines his invitation to accompany Mary Jane at the gala, she unexpectedly runs into her ex David. Also, Mary Jane is faced with a challenging decision at SNC involving a fellow journalist.",,,,,,,,,,,,,,,,,,,,,,
3250,Sebastian Arcelus,0,https://www.scads.de/movieBenchmark/resource/TMDB/person103545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,Sonja Ziemann,1,https://www.scads.de/movieBenchmark/resource/TMDB/person117787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311196,Closet Cases,1998-01-01,9,1998-01-02,6,"'The semi-nude body of a man is found in a dumpster outside of a restaurant. Bayliss returns Cox a pair of her earrings that she'd left at his place the night before. Disturbed by him doing that in public and while at a crime scene, she suggests they take some time off, instead they decide to break it off. The owners of the restaurant thinks that this murder might be tied to another murder (one that Munch is working). Lewis confronts Kellerman about the Mahoney videotape and the need to let Stivers know that she is also ''''in the soup.'''' Lewis tells Stivers about the videotape, so she demands a meeting with Kellerman. Falsone confronts his ex-wife about getting to see his son more often; however, they argue and he plans to pursue getting joint custody. Kellerman decides that he will try to force Georgia Rae's hand, since he doesn't plan on doing anything corrupt for her anyway. Kellerman tells Georgia Rae that she can do whatever she wants with the videotape, he doesn't care. Bayliss decid",,,,,,,,,,,,,,,,,,,,,,
3253,Ashley Artus,2,https://www.scads.de/movieBenchmark/resource/TMDB/person17259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1400217,S-I-- SILENT N-I-- NIGHT,2017-01-01,10,2017-12-13,2,"After leveraging JJ in an attempt to land a family dog, Dylan takes a vow of silence to better understand what it is to be her brother. Ray brokers a meeting between his girlfriend’s mother, Melanie, and Maya, only to realize they have a history. Jimmy drives Kenneth crazy by gaming a supermarket giveaway to score free Christmas turkeys.",,,,,,,,,,,,,,,,,,,,,,
3255,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode516528,The Assassination of John Newman,2005-01-01,15,2005-08-01,1,"'John Paul Newman was a member of the New South Wales state parliament and Member of the seat of Cabramatta. He was the first politician to be assassinated in Australia.For many years Newman had been waging a campaign to break up the Asian crime gangs and corruption that had plagued the area. He had been the target of numerous death threats from such gangs but did not seek police protection. During the night of September 5, 1994 while outside his Woods Avenue home, he was shot and killed. His fiancée, Lucy Wang, was with him at the time but saw little of what happened because of the swiftness of the murder.A local nightclub owner, Phuong Ngo, who had previously attempted to secure Labor Party pre-selection for the seat, was convicted of the killing in 2001. Two of Ngo's associates escaped convictions. In 2003, an appeal by Ngo against the conviction failed.",,,,,,,,,,,,,,,,,,,,,,
3256,Picture Palace,,https://www.scads.de/movieBenchmark/resource/TMDB/company7782,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
3257,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509337,Daydreamer Monty,2017-01-01,31,2017-04-17,1,"Monty is dreaming up fantastical ways to get the new piano upstairs, but his family tell him that daydreaming won't help solve real problems.",,,,,,,,,,,,,,,,,,,,,,
3258,Michael Hirsh,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1216480,,,,,,,,,Production,,,,,,,,,,,,,,,,,,,
3259,Pete Dunwell,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1768180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199028,Gourd Maker,2008-01-01,25,2008-12-09,4,Mike Rowe cleans out a Connecticut lake and then turns gourds into artwork in Pennsylvania.,,,,,,,,,,,,,,,,,,,,,,
3261,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode549428,The Prophecy,1999-01-01,6,1999-04-03,1,"One dark and stormay night, a gypsy name Nasica predicts a deal going down between Black Jack and someone else. But after a lightning her trailer her crystal ball lets her see something dangerous in store for Electro City. When Black Jack discovers her authenticity, he sends Spade and Diamond after her. She runs into the basement of the Ring Theatre and hides in a storage box while Ace is performing his show. She may have escaped but not before Spade and Diamond cause trouble for Ace and Cosmo during the performance. Ace and Cosmo later find Nasica in the Magic Express, and she explains the situation. Ace has a hard time believing her story, but one piece at a time the strange story begins to get together: First the dangerous subtance in a storage box turns out to be strotium, a radium block which at present is unstable and lethal. Second, the way the city is the contaminated is by the water supply, which leads to one of the city reservoirs. Finally, Ace notices Black Jack and Dr. Park",,,,,,,,,,,,,,,,,,,,,,
3262,Nam Gyu-ri,1,https://www.scads.de/movieBenchmark/resource/TMDB/person138113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1245872,How I Got My Groom,2009-01-01,1,2009-11-13,2,Simon returns to Reading and recalls a school project that led to him unearthing a terrible secret about his parents' marriage and his sister revealing some devastating news.,,,,,,,,,,,,,,,,,,,,,,
3264,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode565597,The Robber,1958-01-01,20,1958-03-09,1,,,,,,,,,,,,,,,,,,,,,,,
3265,Keith Silverstein,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1343544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,Burning Bright Productions,,https://www.scads.de/movieBenchmark/resource/TMDB/company21471,,,,,,,productionCompany,GB,,,,,,,,,,,,,,,,,,,,
3267,Bryan Keefer,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1806570,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
3268,Anne Howard Bailey,,https://www.scads.de/movieBenchmark/resource/TMDB/person1220874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode463164,The Siege of Troy,1960-01-01,21,1960-03-07,1,Adam receives bad news from Suva and he has unknowingly provided passage for two smugglers.,,,,,,,,,,,,,,,,,,,,,,
3270,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182386,"Bright Lights, Dean City",2010-01-01,13,2010-10-10,4,"Dean ends up interning with Professor Impossible, and discovers that his new employer is a member of the Revenge Society.",,,,,,,,,,,,,,,,,,,,,,
3271,Alik Sakharov,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1318704,,,,,,"Alik Sakharov was born on May 17, 1959. He is a cinematographer and director.",,,Directing,,,,,,,,,,,,,,,,1959-05-17,Tashkent - USSR,,
3272,Ric Mills,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1839470,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,Don Carlos Dunaway,2,https://www.scads.de/movieBenchmark/resource/TMDB/person65405,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
3274,Robert B. Weide,2,https://www.scads.de/movieBenchmark/resource/TMDB/person74159,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
3275,Nail Yilmaz,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1603217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,Mustafa,2,https://www.scads.de/movieBenchmark/resource/TMDB/person2287896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1592494,The Great War and Modern Memory,2019-01-01,1,2019-01-13,3,"The disappearance of a young Arkansas boy and his sister in 1980 triggers vivid memories and enduring questions for retired detective Wayne Hays, who worked the case 35 years before with partner Roland West. What started as a routine case becomes a long journey to dissect and make sense of the crime.",,,,,,,,,,,,,,,,,,,,,,
3278,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode937740,Episode 5,1995-01-01,5,1995-04-24,1,"Meet Sarah and her mother, clients of Julie's who are mysteriously linked to her past.  Sarah's father, who bears a strange resemblance to Mr. Gone, shot his co-workers and then himself some time ago.  Sarah goes to talk to Julie and confesses that she's been carrying around one of her father's guns.  Sarah also tells Julie how she was humiliated at a school dance by her friend, Jimmy, betrays her in order to gain popularity.  Sarah considers shooting Jimmy for revenge...",,,,,,,,,,,,,,,,,,,,,,
3279,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1135951,Hot Seat,2015-01-01,5,2015-11-10,3,"When SNC decides to keep Marisol in the Primetime seat, Mary Jane's tenacity will lead her to explore unconventional methods.... As Niecy's rift with Patrick continues, she'll reach out to her mother.....",,,,,,,,,,,,,,,,,,,,,,
3280,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311159,Full Moon,1996-01-01,17,1996-04-05,4,"Kellerman and Lewis (with Brodie) investigate a shooting at the New Moon motel, where everyone there has a motive for the crime. They split up and canvass the denizens of the motel; Lewis also searches for the victim's missing boot. The murder is just one of the many crimes that has occurred or is occurring at this establishment.",,,,,,,,,,,,,,,,,,,,,,
3281,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199060,Tight Spaces 2,2010-01-01,30,2010-02-16,5,,,,,,,,,,,,,,,,,,,,,,,
3282,Terence Lathwell,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2153556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode549460,Bad Weather For The Magician,,12,,2,"Ace has a new magic show. The magic trick is something to do with weather. He creates lightning, energy suns, and small tornadoes. Mr. Zanoni, the organizer of the open air show, is extorted by a stranger. The stranger blackmails Zanoni, he wants one million electro dollars or he will sabotage the show. Yet Zanoni refused. As the show begins, two volunteers go on stage and the magic trick starts. Suddenly, everything starts going out of control as the extortionist pulls out a small device and creates a large storm which Ace can no longer control. Even though Cosmo reduces the energy input, the storm grows larger. Spectators flee in panic, some are injured but no one is seriously hurt. The media blames Ace for the disaster and Ace decides hold the tour as long as he doesn't know where the error lies. Suddenly Zanoni pays a visit and explains that it wasn't Ace's fault. He had been blackmailed and didn't pay the money. Ace decides to continue the tour to catch the culprit. At another loc",,,,,,,,,,,,,,,,,,,,,,
